,longitude,latitude,time,B8,B4,B5,B11,B9,B1,SR_n2,SR_N,TBVI1,NDWI,NDVI_G,sys_index,P,K,OC,N,pH
64,74.93579911797487,33.80104394285785,1613454580078,1346.0,1086.0,1129.0,1852.0,1575.0,1013.0,1.24860853432282,1.3204633204633205,0.5214780600461894,-0.11056105610561057,0.11856091578086672,64,22.038539076243396,266.47020625610315,0.6387110578865913,284.3155757790035,7.081356328466336
65,74.93552962338963,33.80104394285785,1613454580078,1618.0,1242.0,1390.0,2261.0,1740.0,996.0,1.3327841845140034,1.4665461121157324,0.5568910256410257,-0.1426553672316384,0.14386459802538787,65,21.254235715416247,251.46684689615736,0.3451452518527627,239.56835702780666,7.544573472797233
66,74.93579911797487,33.80059478521579,1613454580078,1860.0,1406.0,1445.0,2208.0,1575.0,1013.0,1.3191489361702127,1.4505494505494505,0.5314453843324751,-0.13761467889908258,0.13443830570902393,66,23.341453151219334,245.30540580599074,0.5258187288762757,229.03402112031486,7.4741423135171
67,74.93588894950328,33.800864279801026,1613454580078,1816.0,1446.0,1505.0,2117.0,1575.0,1013.0,1.2220726783310902,1.3866366366366367,0.5304899541769474,-0.09993943064809206,0.10831083108310831,67,24.015251507750186,237.96105908128746,0.6047960569912509,262.4389959505614,7.555780259318613
68,74.93526012880439,33.80104394285785,1613454580078,2098.0,1614.0,1731.0,2528.0,1740.0,996.0,1.502865329512894,1.708688245315162,0.595869191049914,-0.20091585575271895,0.17930629041740154,68,18.966790158733104,246.09744364873285,0.17979455928475224,246.4212562101568,7.783450500675074
69,74.93588894950328,32.8994947237155,1613454594717,1174.0,727.0,1119.0,1863.0,1850.0,298.0,1.8784,2.7588028169014085,0.6633076467101363,-0.3051695386325737,0.42974452554744524,69,21.09139889774279,208.87583000230774,0.5485013646163177,305.4755026334776,6.8312708160379785
70,74.9353499603328,33.80050495368738,1613454580078,2092.0,1540.0,1587.0,2548.0,2046.0,1069.0,1.3190416141235812,1.4738751814223512,0.5352445193929174,-0.1375747688961392,0.12303013547138512,70,22.045360054627196,230.44645617659233,0.3960162167277197,221.2931783258286,7.752588935902229
71,74.93597878103168,33.80032529063056,1613454580078,2018.0,1616.0,1774.0,2405.0,1814.0,1089.0,1.3417553191489362,1.4977409638554218,0.5718891038039974,-0.1459398069278819,0.13884912682507872,71,22.384741853208947,224.36518063781784,0.2495152252024534,209.68645462612386,7.753481501544041
72,74.80850784221512,33.80032529063056,1613454580078,,,,,,,,,,,,72,,,,,
73,74.93561945491804,33.801133774386265,1613454580078,1584.0,1166.0,1458.0,2300.0,1725.0,972.0,1.3244147157190636,1.4619469026548673,0.5633693972179289,-0.13956834532374102,0.1601123595505618,73,26.025602410037422,265.42593419774465,0.2961098849403768,235.37001424281388,7.208545090734596
74,74.9353499603328,33.80077444827262,1613454580078,1908.0,1580.0,1792.0,2415.0,1740.0,996.0,1.308641975308642,1.5261538461538462,0.5795601552393272,-0.13368983957219252,0.15281812899477049,74,18.383853377440033,208.71083172627183,0.25269625406551033,214.5080820955385,7.758400123581619
75,74.93552962338963,33.801133774386265,1613454580078,1598.0,1208.0,1625.0,2794.0,1816.0,962.0,1.3611584327086883,1.7234234234234234,0.5941499085923218,-0.15295815295815296,0.2393909944930353,75,22.12434732570624,242.3102724188466,0.19624037910856862,214.98848859771334,7.313969774574314
76,74.93588894950328,32.80912420613308,1613454594717,,,,,,,,,,,,76,,,,,
77,74.84336247523896,33.80050495368738,1613454580078,,,,,,,,,,,,77,,,,,
78,74.93543979186121,33.800684616744206,1613454580078,1816.0,1440.0,1532.0,2218.0,1740.0,996.0,1.3695324283559578,1.5584745762711865,0.5648967551622419,-0.15595162316995545,0.16208530805687205,78,21.58138184361886,239.62606320147017,0.2894253122587278,207.81207991472408,7.4978500145359535
79,74.93579911797487,33.80032529063056,1613454580078,,,,,,,,,,,,79,,,,,
80,74.93561945491804,33.80095411132944,1613454580078,948.0,692.0,1080.0,2144.0,1944.0,1032.0,1.1791044776119404,1.9322990126939352,0.6036892118501956,-0.0821917808219178,0.26034958601655933,80,29.05133553421436,257.08655127093743,0.30491258202015414,247.8735828322,6.789259923631769
81,74.9353499603328,32.6108660229279,1613454594717,,,,,,,,,,,,81,,,,,
82,74.93570928644645,33.80041512215897,1613454580078,2034.0,1632.0,1739.0,2568.0,2043.0,1044.0,1.3346456692913387,1.584126984126984,0.5798599533177726,-0.1433389544688027,0.1340909090909091,82,18.352624901399484,221.50529692440716,0.20269218657925558,206.61786767959083,7.782616249454247
83,74.93552962338963,33.800684616744206,1613454580078,1376.0,1054.0,1549.0,2432.0,1937.0,1030.0,1.2176991150442478,1.9344933469805528,0.6132224861441014,-0.09816440542697526,0.25165562913907286,83,21.53652012834799,229.8744370270967,0.3070305151423607,232.85816849262773,7.179265706458806
84,74.93552962338963,33.80041512215897,1613454580078,2036.0,1764.0,1684.0,2603.0,2046.0,1006.0,1.2935196950444727,1.5243328100470959,0.5693035835023664,-0.12797783933518006,0.10466439135381114,84,21.525872778446384,218.21430035509405,0.2793116233666004,204.34299072471572,7.716317430603202
85,74.93552962338963,33.80041512215897,1613454580078,2036.0,1764.0,1684.0,2603.0,2046.0,1006.0,1.2935196950444727,1.5243328100470959,0.5693035835023664,-0.12797783933518006,0.10466439135381114,85,21.525872778446384,218.21430035509405,0.2793116233666004,204.34299072471572,7.716317430603202
86,74.93597878103168,32.65344616739517,1613454594717,,,,,,,,,,,,86,,,,,
87,74.93526012880439,33.80077444827262,1613454580078,,,,,,,,,,,,87,,,,,
88,74.93561945491804,33.80059478521579,1613454580078,1382.0,1150.0,1484.0,2336.0,1944.0,1032.0,1.1574539363484087,1.840952380952381,0.585635359116022,-0.07298136645962733,0.23632874960025585,88,26.03563965957665,256.7754906260268,0.35934858393255187,234.0213314819449,7.054691890537169
89,74.80850784221512,33.801133774386265,1613454580078,,,,,,,,,,,,89,,,,,
90,74.93588894950328,33.801133774386265,1613454580078,1440.0,1196.0,1649.0,2229.0,1896.0,1010.0,1.254355400696864,2.0153846153846153,0.6443923407581086,-0.11282843894899536,0.2300469483568075,90,18.860756355789167,225.57546327071503,0.34396475880873284,231.22713825730753,7.2698318535864574
91,74.93552962338963,33.80050495368738,1613454580078,2062.0,1704.0,1684.0,2603.0,2046.0,1006.0,1.311704834605598,1.5054263565891473,0.5662407531943511,-0.13483764446890478,0.10529311326124074,91,20.92387768484795,218.4710667393144,0.27520987101662464,211.33139644770677,7.732149887665627
92,74.93570928644645,33.800684616744206,1613454580078,,,,,,,,,,,,92,,,,,
93,74.93588894950328,33.80104394285785,1613454580078,,,,,,,,,,,,93,,,,,
94,74.93463130810551,32.80912420613308,1613454594717,,,,,,,,,,,,94,,,,,
95,74.93463130810551,33.80050495368738,1613454580078,1664.0,1124.0,1703.0,3358.0,2801.0,1077.0,1.375206611570248,2.5819265143992056,0.6284132841328414,-0.1579679888656924,0.3648293963254593,95,19.240457159855914,196.40481094438366,0.6373958979011118,266.98427573409526,7.533531796110555
96,74.80850784221512,33.80095411132944,1613454580078,,,,,,,,,,,,96,,,,,
97,74.93463130810551,33.80050495368738,1613454580078,1664.0,1124.0,1703.0,3358.0,2801.0,1077.0,1.375206611570248,2.5819265143992056,0.6284132841328414,-0.1579679888656924,0.3648293963254593,97,19.240457159855914,196.40481094438366,0.6373958979011118,266.98427573409526,7.533531796110555
98,74.9353499603328,33.800684616744206,1613454580078,2044.0,1776.0,1797.0,2677.0,1937.0,1030.0,1.2679900744416874,1.6653786707882534,0.5813652539631188,-0.11816192560175055,0.14414653570480487,98,17.29361677561253,209.9483618204314,0.2745564784794753,195.09586949455698,7.859304683219602
99,74.93588894950328,33.801133774386265,1613454580078,1440.0,1196.0,1649.0,2229.0,1896.0,1010.0,1.254355400696864,2.0153846153846153,0.6443923407581086,-0.11282843894899536,0.2300469483568075,99,18.860756355789167,225.57546327071503,0.34396475880873284,231.22713825730753,7.2698318535864574
100,74.93561945491804,33.800864279801026,1613454580078,,,,,,,,,,,,100,,,,,
101,74.93588894950328,32.68470753928252,1613454594717,,,,,,,,,,,,101,,,,,
102,74.93588894950328,33.800684616744206,1613454580078,,,,,,,,,,,,102,,,,,
103,74.93597878103168,33.80050495368738,1613454580078,,,,,,,,,,,,103,,,,,
104,74.93561945491804,33.80041512215897,1613454580078,2034.0,1632.0,1739.0,2568.0,2043.0,1044.0,1.3346456692913387,1.584126984126984,0.5798599533177726,-0.1433389544688027,0.1340909090909091,104,18.352624901399484,221.50529692440716,0.20269218657925558,206.61786767959083,7.782616249454247
105,74.77176674709463,33.80050495368738,1613454580078,2276.0,1898.0,2368.0,1549.0,2443.0,1630.0,1.258849557522124,1.578395061728395,0.5937813440320963,-0.11459353574926542,0.1715922107674685,105,20.082116559273892,221.26976594683492,0.20469268296633336,278.54951124414146,7.5621211359411555
106,74.83608612143759,33.800864279801026,1613454580078,1600.0,975.0,1161.0,2058.0,1735.0,634.0,1.9559902200488997,2.572530864197531,0.6417910447761194,-0.32340777502067825,0.34164989939637824,106,23.04674367631164,206.09035241880719,0.588287752830546,288.4404578715728,6.712620160753934
107,74.93526012880439,33.80059478521579,1613454580078,2076.0,1454.0,1797.0,2677.0,1937.0,1030.0,1.4723404255319148,1.969835466179159,0.6215842269111034,-0.19104991394148021,0.20897615708274894,107,22.72222769099592,212.1094764359541,0.29732112775914926,232.85721386701857,7.898513300537701
108,74.93472113963392,33.80104394285785,1613454580078,1542.0,1188.0,1316.0,1999.0,1801.0,1020.0,1.4384328358208955,1.735129068462402,0.596284549161758,-0.17980107115531752,0.18105423987776928,108,27.144952773664365,221.8777455493233,0.177809416303162,246.83250787209388,6.954259953494027
109,74.93526012880439,33.80050495368738,1613454580078,2010.0,1346.0,1513.0,2655.0,2046.0,1006.0,1.6368078175895766,1.9188660801564028,0.5966088328075709,-0.24150710315009266,0.23033531808210592,109,21.601710890011464,215.0749200795026,0.2535557897909828,227.02585421048775,7.616803703668559
110,74.93552962338963,33.800864279801026,1613454580078,1102.0,874.0,1551.0,2405.0,1937.0,1030.0,1.0921704658077305,1.5766871165644172,0.6132858837485172,-0.04405495026054003,0.20893767150137202,110,25.794814604164284,243.8880681750075,0.28447486167644775,252.15818986362174,7.057155149029718
111,74.93552962338963,33.80032529063056,1613454580078,2074.0,1578.0,1586.0,3167.0,2046.0,1006.0,1.4244505494505495,1.680579216354344,0.5746376811594203,-0.17507082152974504,0.15077282006415865,111,22.76218290663302,254.85950750169806,0.17483330454045826,191.66541023009583,7.758360940303923
112,74.93552962338963,33.80077444827262,1613454580078,1188.0,960.0,1551.0,2405.0,1937.0,1030.0,1.097966728280961,1.6491978609625668,0.6238938053097345,-0.04669603524229075,0.17530487804878048,112,26.20707066477034,254.13225129189058,0.29137257931815785,261.92429454198435,7.02742484090647
113,74.74248166883234,33.800864279801026,1613454580078,,,,,,,,,,,,113,,,,,
114,74.93579911797487,33.80050495368738,1613454580078,,,,,,,,,,,,114,,,,,
115,74.93597878103168,33.800684616744206,1613454580078,2496.0,1482.0,1868.0,2666.0,1944.0,1032.0,1.8272327964860908,2.33206106870229,0.6406035665294925,-0.292594510616261,0.28293963254593174,115,17.568233546790758,176.46288039966305,0.5567984871451883,269.9587007715898,7.981605082544867
116,74.93588894950328,33.80041512215897,1613454580078,,,,,,,,,,,,116,,,,,
117,74.93561945491804,33.80059478521579,1613454580078,1382.0,1150.0,1484.0,2336.0,1944.0,1032.0,1.1574539363484087,1.840952380952381,0.585635359116022,-0.07298136645962733,0.23632874960025585,117,26.03563965957665,256.7754906260268,0.35934858393255187,234.0213314819449,7.054691890537169
118,74.9353499603328,33.80041512215897,1613454580078,1780.0,1232.0,1513.0,2655.0,2046.0,1006.0,1.5724381625441697,2.169060773480663,0.6257237386269644,-0.22252747252747251,0.2684975767366721,118,23.208262944498934,209.78822475996444,0.41809417076045446,237.09369576644224,7.4493588638180634
119,74.93597878103168,33.80050495368738,1613454580078,,,,,,,,,,,,119,,,,,
120,74.93597878103168,33.800684616744206,1613454580078,2496.0,1482.0,1868.0,2666.0,1944.0,1032.0,1.8272327964860908,2.33206106870229,0.6406035665294925,-0.292594510616261,0.28293963254593174,120,17.568233546790758,176.46288039966305,0.5567984871451883,269.9587007715898,7.981605082544867
121,74.93597878103168,33.80050495368738,1613454580078,,,,,,,,,,,,121,,,,,
122,74.93543979186121,33.80032529063056,1613454580078,1542.0,1030.0,1586.0,3167.0,2046.0,1006.0,1.578300921187308,2.3376777251184833,0.6526748971193416,-0.2242953552997221,0.3376271186440678,122,23.914681778407314,207.98537824645783,0.5954170334749147,243.76704178597822,7.397146427632273
123,74.93570928644645,33.80041512215897,1613454580078,2034.0,1632.0,1739.0,2568.0,2043.0,1044.0,1.3346456692913387,1.584126984126984,0.5798599533177726,-0.1433389544688027,0.1340909090909091,123,18.352624901399484,221.50529692440716,0.20269218657925558,206.61786767959083,7.782616249454247
124,74.93588894950328,33.80104394285785,1613454580078,,,,,,,,,,,,124,,,,,
125,74.93579911797487,33.80104394285785,1613454580078,999.0,796.0,1080.0,2144.0,1944.0,1032.0,1.210909090909091,1.8975069252077563,0.5993340732519423,-0.09539473684210527,0.24829157175398633,125,23.315892081833407,241.42495393391792,0.282495482486349,251.89791041263751,6.923017194992654
126,74.93597878103168,32.60251169078559,1613454594717,,,,,,,,,,,,126,,,,,
127,74.93588894950328,33.80041512215897,1613454580078,,,,,,,,,,,,127,,,,,
128,74.93552962338963,33.800684616744206,1613454580078,1376.0,1054.0,1549.0,2432.0,1937.0,1030.0,1.2176991150442478,1.9344933469805528,0.6132224861441014,-0.09816440542697526,0.25165562913907286,128,21.53652012834799,229.8744370270967,0.3070305151423607,232.85816849262773,7.179265706458806
129,74.93561945491804,33.80077444827262,1613454580078,,,,,,,,,,,,129,,,,,
130,74.93526012880439,32.65344616739517,1613454594717,,,,,,,,,,,,130,,,,,
131,74.93561945491804,33.800864279801026,1613454580078,,,,,,,,,,,,131,,,,,
132,74.84336247523896,33.80050495368738,1613454580078,,,,,,,,,,,,132,,,,,
133,74.93588894950328,33.800684616744206,1613454580078,,,,,,,,,,,,133,,,,,
134,74.93570928644645,33.80104394285785,1613454580078,1164.0,888.0,1080.0,2144.0,1944.0,1032.0,1.230443974630021,1.6727716727716728,0.5687203791469194,-0.1033175355450237,0.18307426597582038,134,22.15882306981809,253.54680303240005,0.34091844863425913,265.980714151796,6.999756735741053
