Date,Latitude,Longitude
2021-03-3T09:12:31.094Z,33.8006117,74.9347205
2021-03-3T10:52:55.698Z,33.8008488200001,74.8085134
2021-03-3T12:12:58.064Z,33.8008260200001,74.9355708199995
2021-03-3T13:08:16.906Z,33.80044754,74.9357896999992
2021-03-3T14:21:03.017Z,33.8008579400001,74.9356164199994
2021-03-3T13:36:19.128Z,33.8006937800001,74.935908259999
2021-03-3T08:19:59.436Z,33.80060714,74.9357577799993
2021-03-3T10:02:59.038Z,33.8008853000001,74.9352926599999
2021-03-3T12:47:04.600Z,33.8010038600001,74.9353200199999
2021-03-3T14:10:12.367Z,33.8007393800001,74.9360450599989
2021-03-3T14:48:04.789Z,33.8009217800001,74.9353929799998
2021-03-3T15:11:23.711Z,33.8007393800001,74.9357623399992
2021-03-3T05:41:02.991Z,33.80042018,74.935917379999
2021-03-3T05:50:26.556Z,33.80062082,74.9358763399991
2021-03-3T15:55:07.091Z,33.8011133000001,74.731535
2021-03-3T10:59:38.092Z,33.80055242,74.9353610599998
2021-03-3T08:53:07.800Z,33.80044754,74.9356528999994
2021-03-3T12:29:08.240Z,33.8008533800001,74.9358079399992
2021-03-3T07:53:07.289Z,33.8009035400001,74.9356346599994
2021-03-3T07:57:47.371Z,33.8007849800001,74.9357395399993
2021-03-3T08:10:37.908Z,33.8010722600001,74.8085134
2021-03-3T10:41:39.870Z,33.80062994,74.9357714599992
2021-03-3T11:37:23.449Z,33.80054786,74.9356620199994
2021-03-3T11:57:41.657Z,33.80059346,74.9358444199991
2021-03-3T12:29:28.359Z,33.8006345,74.9358535399991
2021-03-3T13:00:40.880Z,33.80039738,74.935917379999
2021-03-3T12:19:09.524Z,33.80052506,74.935940179999
2021-03-3T11:44:32.928Z,33.8009765000001,74.935912819999
2021-03-3T12:54:25.334Z,33.80060258,74.9353017799999
2021-03-3T05:13:35.389Z,33.8008989800001,74.9353336999998
2021-03-3T06:00:29.515Z,33.8010859400001,74.9358763399991
2021-03-3T09:01:01.741Z,33.8005889,74.9353245799999
2021-03-3T08:01:17.561Z,33.8009491400001,74.8055082187056
2021-03-3T10:13:40.062Z,33.8009765000001,74.9358352999991
2021-03-3T11:55:46.340Z,33.8011452200001,74.9358033799992
2021-03-3T12:31:51.697Z,33.8003381,74.9354750599997
2021-03-3T13:07:08.654Z,33.8008077800001,74.9353838599998
2021-03-3T09:19:44.856Z,33.80055242,74.8085134
2021-03-3T11:49:38.581Z,33.8008397000001,74.9354613799997
2021-03-3T19:15:14.753Z,33.8006892200001,74.9353017799999
2021-03-3T07:19:31.373Z,33.8010449000001,74.9356437799994
2021-03-3T07:13:25.337Z,33.8008077800001,74.9353473799998
2021-03-3T07:22:30.336Z,33.80044754,74.9358170599992
2021-03-3T10:04:14.719Z,33.8009217859207,74.935921939999
