B8,B4,B5,B11,B9,B1,SR_n2,SR_N,TBVI1,NDWI,NDVI_G,P,N,OC,K,pH
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,10.16,,0.55,96.32,7.41
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,8.63,,0.49,99.66,7.95
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,37.36,,0.57,69.17,7.44
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,12.24,,0.51,49.28,7.66
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,8.00,,0.46,58.28,8.32
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,9.03,,0.53,51.21,7.44
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,13.11,,0.65,58.31,7.99
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,13.55,,0.58,71.99,7.15
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,16.93,,0.47,63.50,8.33
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,9.70,,0.56,211.03,7.11
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,10.56,,0.55,97.13,7.45
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,10.96,,0.57,92.85,7.99
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,6.80,,0.60,88.50,8.59
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,6.53,,0.57,60.68,8.12
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,5.99,,0.46,85.59,8.66
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,6.68,,0.53,51.95,7.91
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,14.83,,0.52,77.28,7.35
5656.0,3381.0,3603.0,3930.0,3081.0,3688.0,1.625754527162978,1.7313131313131314,0.5097623089983022,-0.2383141762452107,0.2658788774002954,7.20,,0.51,78.87,7.64
5916.0,3761.0,4203.0,4492.0,3630.0,4160.0,1.6036866359447004,1.5952380952380951,0.5183129855715871,-0.231858407079646,0.25625,,,0.58,,7.25
5916.0,3761.0,4203.0,4492.0,3630.0,4160.0,1.6036866359447004,1.5952380952380951,0.5183129855715871,-0.231858407079646,0.25625,5.07,,0.51,145.51,7.95
1521.0,1074.0,1156.0,1258.0,551.0,1905.0,1.2539159109645508,1.4686588921282802,0.4572784810126582,-0.1126554498902706,0.248451053283767,,,,,5.00
2824.0,2091.0,2324.0,3562.0,949.0,1546.0,1.763897564022486,2.1600265604249667,0.6067885117493472,-0.2763841807909604,0.3403378656777915,,,0.62,,7.97
3061.0,2364.0,2409.0,3769.0,974.0,1557.0,1.7033945464663327,2.0055487053020964,0.5976184569585711,-0.2601893783449979,0.2883168316831683,3.79,,0.52,57.32,7.48
2531.0,1928.0,2078.0,3216.0,936.0,1546.0,1.6862091938707529,1.9862731640356897,0.5878359264497879,-0.2554563492063492,0.3169510807736064,5.85,,0.46,69.96,7.19
2531.0,1928.0,2078.0,3216.0,936.0,1546.0,1.6862091938707529,1.9862731640356897,0.5878359264497879,-0.2554563492063492,0.3169510807736064,5.86,,0.50,86.69,8.46
5206.0,4635.0,4557.0,5920.0,837.0,4020.0,1.2368733665953908,1.4720194647201947,0.5257874697127034,-0.105894848645778,0.1794521883224485,5.95,578.00,,85.62,5.63
2772.0,1503.0,1696.0,2477.0,1132.0,2487.0,1.811764705882353,2.028452874925904,0.5013301803133313,-0.2887029288702929,0.3820678513731825,4.32,595.30,,133.48,4.38
1748.0,1104.0,1296.0,1752.0,395.0,1695.0,1.3840063341250992,1.3818815331010452,0.4745514463566459,-0.1610760544669545,0.22181146025878,3.30,263.00,0.75,67.20,4.30
2204.0,1679.0,1754.0,2514.0,539.0,2004.0,1.339003645200486,1.398249452954048,0.4896705750977108,-0.1449350649350649,0.216563541170871,5.25,,0.70,102.41,7.96
2204.0,1679.0,1754.0,2514.0,539.0,2004.0,1.339003645200486,1.398249452954048,0.4896705750977108,-0.1449350649350649,0.216563541170871,5.48,,0.52,112.02,7.48
4272.0,3658.0,3852.0,3211.0,2451.0,4352.0,1.1615008156606852,1.306067896284416,0.5073093638877914,-0.0747169811320754,0.1410555815039701,11.60,593.10,,41.77,5.10
2523.0,1956.0,2154.0,3609.0,477.0,1580.0,1.5958254269449716,1.986220472440945,0.5856443719412724,-0.2295321637426901,0.3138020833333333,45.36,,0.53,294.52,8.31
2523.0,1956.0,2154.0,3609.0,477.0,1580.0,1.5958254269449716,1.986220472440945,0.5856443719412724,-0.2295321637426901,0.3138020833333333,63.95,,0.67,381.02,7.35
2523.0,1956.0,2154.0,3609.0,477.0,1580.0,1.5958254269449716,1.986220472440945,0.5856443719412724,-0.2295321637426901,0.3138020833333333,57.08,,0.47,225.48,8.36
2523.0,1956.0,2154.0,3609.0,477.0,1580.0,1.5958254269449716,1.986220472440945,0.5856443719412724,-0.2295321637426901,0.3138020833333333,53.45,,0.49,210.29,7.41
2202.0,1316.0,1533.0,2621.0,419.0,1494.0,1.6593820648078372,2.0263752825923134,0.536013986013986,-0.2479455936525928,0.3391434262948207,,175.00,0.31,11.30,5.12
2394.0,1794.0,1779.0,3270.0,421.0,1649.0,1.495315427857589,1.6759142496847417,0.5286775631500743,-0.1984981226533166,0.2481803240197229,4.40,358.00,,86.20,5.10
2394.0,1794.0,1779.0,3270.0,421.0,1649.0,1.495315427857589,1.6759142496847417,0.5286775631500743,-0.1984981226533166,0.2481803240197229,6.10,152.00,0.32,97.40,4.70
3480.0,3031.0,3027.0,1962.0,1325.0,3681.0,1.124394184168013,1.175257731958763,0.4785770750988143,-0.0585551330798479,0.1120355759575383,,154.00,0.26,11.60,5.44
1735.0,1569.0,1541.0,2374.0,349.0,1653.0,1.1932599724896835,1.3335561497326205,0.5074086269344749,-0.088115396676074,0.1568570600173963,28.18,,0.53,,7.96
2148.0,1348.0,1401.0,2213.0,409.0,1614.0,1.5958395245170878,1.6848528356066044,0.5014316392269148,-0.229536348025186,0.2710533441646358,42.00,,0.54,,7.99
1571.0,1303.0,1449.0,2333.0,378.0,1665.0,1.22734375,1.4217736121124729,0.5109308885754584,-0.1020694493160294,0.2127921279212792,21.50,,0.46,350.52,8.43
1735.0,1569.0,1541.0,2374.0,349.0,1653.0,1.1932599724896835,1.3335561497326205,0.5074086269344749,-0.088115396676074,0.1568570600173963,38.35,,0.62,530.10,8.22
1941.0,1675.0,1638.0,2592.0,381.0,1705.0,1.263671875,1.395860284605433,0.5144472361809045,-0.1164797238999137,0.1683811586356253,3.22,,0.54,52.89,8.24
1941.0,1675.0,1638.0,2592.0,381.0,1705.0,1.263671875,1.395860284605433,0.5144472361809045,-0.1164797238999137,0.1683811586356253,3.50,,0.54,67.31,7.95
1941.0,1675.0,1638.0,2592.0,381.0,1705.0,1.263671875,1.395860284605433,0.5144472361809045,-0.1164797238999137,0.1683811586356253,,,0.78,,7.98
1941.0,1675.0,1638.0,2592.0,381.0,1705.0,1.263671875,1.395860284605433,0.5144472361809045,-0.1164797238999137,0.1683811586356253,3.25,,0.58,58.31,8.23
1941.0,1675.0,1638.0,2592.0,381.0,1705.0,1.263671875,1.395860284605433,0.5144472361809045,-0.1164797238999137,0.1683811586356253,3.10,,0.62,100.89,7.45
1941.0,1675.0,1638.0,2592.0,381.0,1705.0,1.263671875,1.395860284605433,0.5144472361809045,-0.1164797238999137,0.1683811586356253,3.45,,0.45,53.45,8.54
2087.0,1267.0,1435.0,2210.0,373.0,1662.0,1.5112237509051412,1.6605762473647223,0.5020993701889434,-0.2035755478662053,0.2622863247863248,4.80,,0.58,82.54,7.85
2087.0,1267.0,1435.0,2210.0,373.0,1662.0,1.5112237509051412,1.6605762473647223,0.5020993701889434,-0.2035755478662053,0.2622863247863248,3.59,,0.52,96.95,7.23
1999.0,1536.0,1780.0,2683.0,430.0,1756.0,1.3525033829499324,1.6052631578947367,0.5393939393939394,-0.1498418176589013,0.2455334354262379,4.02,,0.62,65.16,7.14
1999.0,1536.0,1780.0,2683.0,430.0,1756.0,1.3525033829499324,1.6052631578947367,0.5393939393939394,-0.1498418176589013,0.2455334354262379,5.00,,0.61,56.81,8.39
1999.0,1536.0,1780.0,2683.0,430.0,1756.0,1.3525033829499324,1.6052631578947367,0.5393939393939394,-0.1498418176589013,0.2455334354262379,4.65,,0.59,69.93,7.95
1999.0,1536.0,1780.0,2683.0,430.0,1756.0,1.3525033829499324,1.6052631578947367,0.5393939393939394,-0.1498418176589013,0.2455334354262379,5.76,,0.52,60.50,8.25
1999.0,1536.0,1780.0,2683.0,430.0,1756.0,1.3525033829499324,1.6052631578947367,0.5393939393939394,-0.1498418176589013,0.2455334354262379,4.76,,0.57,66.55,8.46
1999.0,1536.0,1780.0,2683.0,430.0,1756.0,1.3525033829499324,1.6052631578947367,0.5393939393939394,-0.1498418176589013,0.2455334354262379,5.81,,0.62,81.11,8.49
1999.0,1536.0,1780.0,2683.0,430.0,1756.0,1.3525033829499324,1.6052631578947367,0.5393939393939394,-0.1498418176589013,0.2455334354262379,4.65,,0.64,87.83,7.95
1999.0,1536.0,1780.0,2683.0,430.0,1756.0,1.3525033829499324,1.6052631578947367,0.5393939393939394,-0.1498418176589013,0.2455334354262379,9.68,,0.56,74.97,7.48
1937.0,1698.0,1741.0,2878.0,413.0,1705.0,1.2660130718954248,1.5244667503136762,0.5220389805097452,-0.1173925584078454,0.2272727272727273,4.64,,0.69,55.82,7.32
2304.0,1272.0,1394.0,2018.0,394.0,1671.0,1.6457142857142857,1.7484407484407485,0.4913641170250264,-0.244060475161987,0.2862605149120571,5.20,,0.52,183.00,7.98
2304.0,1272.0,1394.0,2018.0,394.0,1671.0,1.6457142857142857,1.7484407484407485,0.4913641170250264,-0.244060475161987,0.2862605149120571,4.50,,0.45,172.00,8.36
2304.0,1272.0,1394.0,2018.0,394.0,1671.0,1.6457142857142857,1.7484407484407485,0.4913641170250264,-0.244060475161987,0.2862605149120571,3.70,,0.37,194.00,8.46
2638.0,1656.0,1807.0,2053.0,781.0,2247.0,1.4720982142857142,1.5653061224489797,0.4796920626493231,-0.1909706546275395,0.2625514403292181,,,,168.90,5.26
2144.0,1859.0,1873.0,2907.0,508.0,1649.0,1.3300248138957815,1.5009535918626828,0.5435287289611144,-0.141640042598509,0.188522527057639,5.53,,0.55,88.50,7.65
2349.0,2082.0,2088.0,2973.0,458.0,1889.0,1.3256207674943568,1.5082715345122646,0.5436084353033064,-0.1400145595729192,0.197463768115942,4.83,,0.62,62.68,7.95
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,6.81,,0.67,83.89,7.21
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,5.92,,0.54,103.20,7.63
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,3.10,,0.62,100.89,7.45
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,6.08,,0.44,122.55,7.21
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,5.25,,0.61,85.52,7.85
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,4.32,,0.50,85.37,7.96
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,6.17,,0.62,84.20,7.15
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,6.23,,0.48,97.17,7.45
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,4.49,,0.64,75.42,7.36
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,3.92,,0.52,98.36,7.25
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,4.10,,0.64,51.65,7.15
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,7.13,,0.43,72.62,8.63
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,3.26,,0.52,52.44,8.92
2064.0,1863.0,1832.0,2513.0,435.0,1865.0,1.1944444444444444,1.3232954545454545,0.5100222717149221,-0.0886075949367088,0.1481390189795415,3.45,,0.45,53.45,8.54
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,4.63,,0.62,86.13,7.14
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,4.80,,0.58,82.54,7.85
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,3.59,,0.52,96.95,7.23
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,5.65,,0.56,90.88,7.96
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,6.16,,0.65,150.28,7.58
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,6.08,,0.68,78.87,8.26
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,6.80,,0.66,96.79,7.23
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,8.10,,0.55,61.26,7.84
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,6.25,,0.58,103.51,7.46
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,5.79,,0.57,93.27,7.21
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,5.25,,0.70,102.41,7.96
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,5.74,,0.44,106.47,7.55
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,3.68,,0.62,104.29,7.32
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,5.40,,0.51,51.63,7.48
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,4.18,,0.53,75.56,7.36
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,5.07,,0.51,145.51,7.95
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,5.88,,0.44,51.88,7.85
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,3.37,,0.55,75.06,8.25
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,4.45,,0.62,212.22,7.48
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,7.60,,0.53,101.40,7.15
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,4.65,,0.57,57.32,7.65
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,4.59,,0.55,87.90,7.95
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,6.01,,0.55,179.38,8.48
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,,,0.62,,7.88
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,,,0.60,,7.85
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,,,0.61,,7.60
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,,,0.65,,7.10
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,,,0.61,,7.67
2064.0,1557.0,1649.0,2296.0,431.0,1844.0,1.3188498402555908,1.4826732673267329,0.5050535987748851,-0.137503444475062,0.2097955061853067,,,0.62,,7.25
2362.0,1765.0,1884.0,2703.0,471.0,1885.0,1.3590333716915994,1.5848519362186788,0.5175824175824176,-0.1521951219512195,0.2311435523114355,6.06,,0.58,75.22,7.25
2362.0,1765.0,1884.0,2703.0,471.0,1885.0,1.3590333716915994,1.5848519362186788,0.5175824175824176,-0.1521951219512195,0.2311435523114355,5.35,,0.57,58.62,7.41
2362.0,1765.0,1884.0,2703.0,471.0,1885.0,1.3590333716915994,1.5848519362186788,0.5175824175824176,-0.1521951219512195,0.2311435523114355,5.81,,0.62,81.11,8.49
2362.0,1765.0,1884.0,2703.0,471.0,1885.0,1.3590333716915994,1.5848519362186788,0.5175824175824176,-0.1521951219512195,0.2311435523114355,5.25,,0.59,96.79,7.54
2362.0,1765.0,1884.0,2703.0,471.0,1885.0,1.3590333716915994,1.5848519362186788,0.5175824175824176,-0.1521951219512195,0.2311435523114355,5.49,,0.67,62.43,7.23
